,brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,Touchscreen,msoffice,Price,rating,Number of Ratings,Number of Reviews
310,7,1,2,5,3,0,6,0,1,1,0 GB,0,0,0,0,172090,3,108,13
311,6,1,2,1,3,1,6,0,2,1,4 GB,0,3,0,0,74990,2,0,0
312,6,1,2,0,3,1,6,0,2,1,0 GB,0,0,0,0,56490,3,814,112
313,1,1,2,0,3,1,6,0,2,1,0 GB,2,2,0,0,147000,2,0,0
314,1,1,2,1,3,1,6,0,2,1,0 GB,2,0,0,1,55990,3,75,9
315,4,1,2,1,3,1,6,0,2,1,4 GB,1,0,0,1,77990,2,0,0
316,4,1,2,0,3,1,6,0,2,1,4 GB,0,0,0,1,106490,3,3,0
317,1,1,2,1,3,1,6,0,2,0,2 GB,0,0,0,1,70990,3,11,3
318,1,1,2,1,3,1,6,0,2,1,0 GB,0,0,0,1,64990,3,125,11
319,2,1,2,1,3,1,6,0,2,1,0 GB,0,0,0,0,57990,2,0,0
320,0,1,2,0,3,1,6,0,2,1,4 GB,1,0,0,0,64990,3,4,0
321,6,1,2,0,3,1,6,0,2,1,0 GB,0,0,0,0,54990,3,714,147
322,4,1,2,1,3,5,6,0,2,1,0 GB,0,3,1,0,111999,2,0,0
323,1,1,2,0,3,5,6,0,2,1,2 GB,0,0,0,1,70798,3,21,3
324,1,1,2,6,3,1,6,0,2,1,4 GB,0,3,0,0,59990,2,9,1
325,2,1,2,5,3,1,6,0,2,1,4 GB,0,0,0,0,99500,2,0,0
326,4,1,2,0,3,1,6,0,2,1,0 GB,2,0,0,1,55990,3,30,4
327,0,1,2,5,3,3,6,0,2,1,0 GB,2,0,0,0,72990,3,44,4
328,2,1,2,5,3,0,6,0,2,1,0 GB,2,0,0,0,64990,2,4,1
329,0,1,2,1,3,1,6,0,2,1,0 GB,2,3,0,0,57990,2,0,0
330,4,1,2,1,3,1,6,0,2,1,2 GB,0,0,1,1,76990,3,14,2
331,1,1,2,1,3,1,6,0,2,1,0 GB,0,1,0,1,62998,3,739,71
332,5,1,2,1,3,1,6,0,2,1,0 GB,0,0,1,1,77990,3,31,5
333,4,1,2,0,3,1,6,0,2,1,0 GB,0,0,1,1,114990,3,145,19
334,5,1,2,0,3,1,6,0,2,1,2 GB,0,0,0,1,65990,2,0,0
335,5,1,2,1,3,1,6,0,2,1,2 GB,0,0,0,1,88990,2,19,2
336,1,1,2,0,3,1,6,0,2,1,0 GB,0,3,0,0,113590,2,0,0
337,0,1,2,1,3,5,6,0,2,1,0 GB,0,0,1,1,73990,3,32,6
338,4,1,2,1,3,1,6,0,2,1,0 GB,2,0,0,1,61000,3,1124,100
339,0,1,2,1,3,5,6,0,2,1,0 GB,0,0,1,0,99990,3,35,6
340,1,1,2,1,3,1,6,0,2,1,0 GB,2,0,0,1,67990,3,9,0
341,5,1,2,1,3,1,6,0,2,1,0 GB,0,0,1,1,70799,3,98,6
342,1,1,2,1,3,1,6,0,2,1,0 GB,2,0,0,1,65990,3,31,2
343,0,1,2,5,3,1,6,0,2,1,0 GB,2,0,0,0,53690,3,19,3
344,6,1,2,1,3,1,6,0,2,1,0 GB,2,0,0,0,55990,2,0,0
345,0,1,2,1,3,1,6,0,2,1,0 GB,0,0,0,1,53190,3,11,0
346,1,1,2,0,3,1,6,0,2,0,2 GB,0,1,0,1,58999,3,45,3
347,5,1,2,1,3,1,6,0,2,1,2 GB,2,2,0,0,71990,2,0,0
348,4,1,2,1,3,1,6,0,2,0,4 GB,0,3,0,0,82000,2,0,0
349,0,1,2,1,3,5,6,0,2,1,0 GB,2,3,0,0,84990,2,0,0
350,1,1,2,1,3,1,6,0,2,1,2 GB,0,3,0,0,89998,2,0,0
351,0,1,2,1,3,5,6,0,2,1,0 GB,0,0,1,0,99990,2,0,0
353,1,1,2,0,3,1,6,0,2,1,4 GB,1,3,0,0,69899,3,474,37
354,5,1,2,0,3,1,6,0,2,1,4 GB,0,0,0,0,79990,2,0,0
355,5,1,2,0,3,1,6,0,2,1,4 GB,0,0,0,0,76300,3,6,0
356,1,1,2,0,3,1,6,0,2,1,0 GB,0,0,0,1,55999,2,0,0
357,5,1,2,1,3,1,6,0,2,1,0 GB,2,3,0,0,72900,2,24,4
358,5,1,2,1,3,1,6,0,2,1,0 GB,0,0,1,1,73990,3,195,17
359,0,1,2,1,3,4,6,0,2,1,0 GB,2,3,0,0,84990,2,0,0
360,5,1,2,1,3,1,6,0,2,0,2 GB,0,3,0,0,73519,2,0,0
361,4,1,2,0,3,1,6,0,2,1,0 GB,0,0,1,0,126000,4,2,1
362,0,1,2,1,3,1,6,0,2,1,6 GB,0,0,0,0,88990,2,0,0
363,4,1,2,1,3,1,6,0,2,1,0 GB,2,0,1,1,114999,2,0,0
364,5,1,2,1,3,1,6,0,2,1,2 GB,0,0,1,1,82990,3,21,2
365,2,1,2,1,3,1,6,0,2,1,0 GB,2,3,1,0,109999,2,0,0
366,1,1,2,1,3,1,6,0,2,1,0 GB,2,0,1,1,82990,2,0,0
367,5,1,2,1,3,1,6,0,2,1,2 GB,0,0,1,1,79990,3,5,0
368,0,1,2,1,3,5,6,0,2,1,0 GB,0,0,1,0,114990,2,0,0
369,4,1,2,1,3,5,6,0,2,1,0 GB,0,0,1,0,129999,2,0,0
370,6,1,2,5,3,2,6,0,2,0,6 GB,0,3,0,0,149990,3,10,3
371,5,1,2,1,3,1,6,0,2,1,2 GB,0,3,0,0,71290,2,0,0
372,5,1,2,0,3,1,6,0,2,1,0 GB,2,0,0,1,79500,3,10,1
373,5,1,2,0,3,1,6,0,2,1,2 GB,0,0,0,1,82990,2,15,3
374,5,1,2,1,3,1,6,0,2,1,2 GB,0,0,0,1,70980,3,138,23
376,4,1,2,1,3,1,6,0,2,0,0 GB,0,3,0,0,94000,2,0,0
377,5,1,2,1,3,1,6,0,2,1,2 GB,0,3,1,0,82990,3,16,3
378,6,1,2,1,3,5,6,0,2,1,0 GB,0,0,0,0,79990,3,11,4
379,0,1,2,5,3,1,6,0,2,1,0 GB,2,3,0,0,85990,2,0,0
380,0,1,2,0,3,1,6,0,2,1,2 GB,0,3,0,0,86990,2,0,0
381,0,1,2,0,3,3,6,0,2,1,2 GB,0,0,0,1,105990,4,4,0
382,0,1,2,0,3,3,6,0,2,1,0 GB,0,3,0,0,84990,2,0,0
383,1,1,2,5,3,1,6,0,2,1,2 GB,0,0,0,1,59999,3,22,3
384,1,1,2,1,3,1,6,0,2,1,0 GB,0,0,0,1,91999,3,16,2
385,5,1,2,1,3,1,6,0,2,1,0 GB,0,0,1,1,78900,2,16,1
386,0,1,2,0,3,3,6,0,2,1,0 GB,0,3,0,0,132790,2,0,0
387,1,1,2,1,3,1,6,0,2,1,4 GB,1,3,0,0,60990,2,14,6
388,3,1,2,4,3,1,6,0,2,1,0 GB,2,3,0,0,65556,2,0,0
389,5,1,2,1,0,1,6,0,2,1,0 GB,2,3,0,0,70190,2,6,3
390,5,1,2,1,3,1,6,0,2,1,2 GB,0,0,1,0,79590,2,0,0
392,0,1,2,1,3,1,6,0,2,1,4 GB,0,0,0,0,76990,2,0,0
394,3,1,2,5,3,1,6,0,2,1,0 GB,2,3,0,0,44990,2,17,3
395,0,1,2,1,3,1,6,0,2,1,0 GB,0,0,1,1,84990,2,17,2
396,1,1,2,0,3,1,6,0,2,1,2 GB,0,0,1,1,86999,3,3,0
397,4,1,2,1,0,1,6,0,2,1,2 GB,0,0,0,0,78000,3,512,85
398,3,1,2,5,3,1,6,0,2,1,0 GB,2,3,0,0,73063,2,17,3
400,4,1,2,1,0,1,6,0,2,1,4 GB,0,0,0,1,100990,2,0,0
401,1,1,2,5,3,1,6,0,2,1,0 GB,2,0,0,1,74990,2,3,1
402,0,1,2,0,3,1,6,0,2,1,4 GB,0,3,0,0,75990,3,1365,137
403,1,1,2,1,3,1,6,0,2,0,2 GB,0,0,0,1,84086,2,8,3
404,0,1,2,1,3,1,1,0,2,1,4 GB,1,3,0,0,75990,3,368,48
405,0,1,2,1,3,1,1,0,2,1,4 GB,1,0,0,1,77990,3,202,26
406,0,1,2,0,3,1,1,0,2,1,4 GB,0,0,0,0,77990,3,187,26
407,7,1,2,0,0,5,1,0,1,1,0 GB,0,0,0,0,179990,3,31,3
408,7,1,2,0,0,5,1,0,1,1,0 GB,0,0,0,0,179990,3,91,5
409,0,1,2,0,3,1,1,0,2,1,4 GB,0,3,0,0,82990,3,844,118
410,0,1,2,1,3,1,1,0,2,1,4 GB,0,0,0,0,87990,2,0,0
411,0,1,2,1,3,1,1,0,2,1,4 GB,0,3,0,0,84500,3,3,0
412,5,1,2,1,3,5,1,0,2,1,0 GB,2,3,0,0,74190,3,21,3
413,1,1,2,1,3,1,1,0,2,1,0 GB,2,0,0,1,64990,2,4,0
414,1,1,2,0,3,1,6,3,2,1,0 GB,2,2,1,0,155411,2,0,0
415,1,1,2,0,3,1,6,3,2,1,0 GB,2,2,1,0,125394,2,0,0
416,2,1,2,1,3,1,0,1,2,1,0 GB,0,3,0,0,49990,2,0,0
417,2,1,2,1,3,1,0,1,2,1,0 GB,2,0,0,0,46990,2,253,28
418,5,1,2,1,3,1,0,1,2,1,0 GB,2,0,0,1,48990,2,470,46
419,2,1,2,5,3,1,0,1,2,1,2 GB,0,0,0,1,59999,3,118,28
420,0,1,2,0,3,1,0,1,2,1,0 GB,2,0,0,0,46990,3,1444,179
421,6,1,2,0,3,1,0,1,2,1,4 GB,0,1,0,0,52990,3,1114,137
422,1,1,2,4,3,1,0,1,2,0,2 GB,0,3,0,0,57999,2,0,0
423,1,1,2,3,3,0,0,1,2,1,0 GB,0,3,0,0,52490,2,78,17
424,1,1,2,5,3,1,0,1,2,1,4 GB,0,0,0,0,56990,3,21,5
425,2,1,2,5,3,1,0,1,2,1,2 GB,2,0,0,0,61990,3,73,21
426,5,1,2,1,3,1,0,1,2,0,0 GB,0,3,0,0,58090,2,0,0
427,0,1,2,0,3,1,0,1,2,1,0 GB,0,3,0,0,56990,2,0,0
428,2,1,2,5,3,1,0,1,2,1,0 GB,2,0,0,0,61597,2,0,0
429,0,1,2,5,3,1,0,1,2,1,0 GB,2,3,0,0,81990,2,0,0
430,0,1,2,0,3,1,0,1,2,1,0 GB,0,3,0,0,61249,2,0,0
431,5,1,2,1,3,1,0,1,2,0,0 GB,0,3,0,0,58990,2,0,0
432,0,1,2,0,3,1,0,1,2,1,2 GB,0,3,0,0,83990,2,0,0
433,6,1,2,0,3,4,0,3,0,0,6 GB,0,3,0,0,291190,3,7,3
434,6,1,2,0,3,4,0,3,0,0,6 GB,0,3,0,0,145990,3,715,106
435,6,1,2,0,3,4,0,3,0,0,8 GB,0,3,0,0,179990,3,24,5
436,4,1,2,5,3,1,0,1,2,1,2 GB,0,0,0,1,64990,3,23,4
437,4,1,2,5,3,1,0,1,2,1,0 GB,0,0,0,0,46790,3,3062,325
438,4,1,2,4,2,1,0,1,2,1,0 GB,0,0,0,0,44599,3,122,12
439,2,1,2,5,3,1,0,1,2,1,2 GB,0,0,0,0,72964,3,18,6
440,4,1,2,0,3,1,0,1,2,0,0 GB,0,0,0,1,48790,2,11,1
441,2,1,2,0,3,1,0,1,2,1,2 GB,0,0,0,0,56491,2,30,6
442,0,1,2,1,3,1,4,1,2,0,0 GB,0,0,0,1,50990,3,1188,127
443,0,1,2,0,3,1,4,1,2,1,4 GB,1,3,0,0,55990,3,23,0
444,2,1,2,1,3,1,4,1,2,1,0 GB,0,0,0,0,57990,3,32,1
445,0,1,2,1,3,1,4,1,2,1,0 GB,0,0,0,0,52990,2,0,0
446,5,1,2,1,3,1,4,1,2,1,0 GB,0,0,0,0,57990,3,47,0
447,2,1,2,1,3,1,4,1,2,1,0 GB,2,0,0,0,56990,3,27,2
448,2,1,2,1,3,1,4,1,2,1,0 GB,0,3,0,0,55490,2,8,3
449,5,1,2,1,3,1,4,1,2,1,2 GB,0,0,0,0,62490,2,157,20
450,0,1,2,1,0,1,4,1,2,1,0 GB,0,0,0,0,64990,3,10,1
451,1,1,2,1,3,1,4,1,2,1,2 GB,0,0,0,1,59990,3,52,4
452,0,1,2,1,3,1,4,1,2,1,2 GB,0,0,0,1,60190,3,33,4
453,0,1,2,6,3,1,4,1,2,1,4 GB,1,3,0,0,54490,3,343,47
454,1,1,2,6,3,1,4,1,2,1,4 GB,0,0,0,1,60990,3,131,17
455,5,1,2,1,2,1,4,1,2,1,0 GB,2,0,0,1,55790,3,41,4
456,0,1,2,1,0,1,4,1,2,1,0 GB,0,0,0,1,64990,3,328,51
457,0,1,2,1,0,1,4,1,2,1,0 GB,2,3,0,0,58990,3,6,1
458,5,1,2,1,3,1,4,1,2,1,0 GB,2,0,0,1,54990,2,353,28
459,4,1,2,1,3,1,4,1,2,1,4 GB,1,0,0,1,71990,3,127,20
460,5,1,2,1,3,1,4,1,2,1,2 GB,0,0,0,0,69900,2,0,0
461,1,1,2,1,3,1,4,1,2,1,2 GB,0,0,0,1,65990,3,241,19
462,0,1,2,1,3,1,4,1,2,1,0 GB,0,0,0,0,49990,2,22,2
463,5,1,2,1,3,1,4,1,2,1,0 GB,2,0,0,1,58990,3,8,1
464,1,1,2,0,3,1,4,1,2,1,4 GB,1,3,0,0,74590,3,898,128
465,0,1,2,0,3,1,4,1,2,0,2 GB,0,3,0,0,58990,4,1,1
466,0,1,2,1,3,1,4,1,2,1,0 GB,0,0,0,0,64990,2,0,0
467,5,1,2,1,3,1,4,1,2,1,2 GB,0,3,0,0,66490,2,6,1
468,5,1,2,0,3,1,4,1,2,1,4 GB,0,3,0,0,77900,3,179,34
469,5,1,2,1,3,1,4,1,2,1,2 GB,0,3,0,0,67490,2,41,5
470,5,1,2,1,3,1,4,1,2,1,0 GB,2,0,0,1,61990,2,0,0
471,5,1,2,1,3,1,4,1,2,1,0 GB,0,0,0,1,58990,3,114,9
472,1,1,2,0,3,1,4,1,2,1,4 GB,1,3,0,0,74999,3,268,25
473,0,1,2,1,3,1,4,1,2,1,0 GB,0,0,0,1,68900,4,6,1
474,5,1,2,1,3,1,4,1,2,1,2 GB,0,3,0,0,71695,3,153,16
475,2,1,2,1,0,1,4,1,2,1,0 GB,0,3,0,0,62490,2,8,0
476,5,1,2,5,3,1,0,2,2,1,2 GB,0,0,0,1,62317,3,377,53
477,6,1,2,0,3,4,0,3,0,0,8 GB,0,3,0,0,207290,2,0,0
478,5,1,3,5,0,1,4,0,2,1,4 GB,0,0,0,1,87990,3,120,21
479,3,1,3,5,3,1,4,0,2,1,0 GB,2,3,0,0,73990,2,0,0
485,0,1,3,0,0,1,6,0,2,1,0 GB,0,0,0,0,57990,3,76,9
486,0,1,3,0,3,1,6,0,2,1,4 GB,1,3,0,0,61990,3,11,2
487,6,1,3,0,0,1,6,0,2,1,4 GB,0,1,0,0,79990,3,484,56
488,1,1,3,0,3,1,6,0,2,1,4 GB,1,0,0,1,68990,3,44,2
489,1,1,3,1,0,1,6,0,2,1,0 GB,0,0,1,1,85990,3,77,10
490,1,1,3,1,0,1,6,0,2,1,4 GB,0,0,0,1,99990,3,11,3
491,0,1,3,1,3,1,6,0,2,1,0 GB,0,0,0,1,77990,3,21,5
492,1,1,3,1,3,1,6,0,2,1,4 GB,1,3,0,0,79990,3,5,2
493,4,1,3,1,0,1,6,0,2,1,4 GB,0,0,0,1,93190,4,4,0
494,0,1,3,1,0,5,6,0,2,1,0 GB,0,0,0,1,94990,2,0,0
495,1,1,3,1,0,1,6,0,2,1,0 GB,0,2,1,1,84990,3,13,2
496,6,1,3,0,3,1,6,0,2,1,0 GB,2,3,0,0,57990,3,15,0
497,4,1,3,1,0,1,6,0,2,1,0 GB,0,0,1,1,102990,3,11,2
498,5,1,3,1,0,1,6,0,2,1,4 GB,0,0,0,0,99990,2,0,0
499,0,1,3,1,0,1,6,0,2,1,4 GB,1,3,0,0,94990,3,118,15
500,4,1,3,1,0,1,6,0,2,1,0 GB,0,0,1,1,104000,2,0,0
501,6,1,3,1,0,1,6,0,2,1,2 GB,0,3,0,0,76990,2,0,0
502,4,1,3,1,0,1,6,0,2,1,4 GB,1,0,0,1,90190,3,6,1
503,1,1,3,1,0,1,6,0,2,0,0 GB,0,3,1,0,88488,2,0,0
504,6,1,3,0,0,1,6,0,2,1,4 GB,0,0,0,0,109990,3,138,30
505,6,1,3,1,0,1,6,0,2,1,4 GB,0,3,0,0,86990,2,0,0
506,6,1,3,1,0,5,6,0,2,1,0 GB,0,0,0,0,89990,2,0,0
507,4,1,3,0,0,3,6,0,2,1,0 GB,0,0,1,1,239759,2,0,0
508,0,1,3,1,0,1,6,0,2,1,2 GB,0,0,0,1,78990,3,35,4
509,5,1,3,5,0,0,6,0,2,1,0 GB,2,0,0,1,121890,0,3,0
510,0,1,3,5,0,3,6,0,2,1,0 GB,2,0,0,0,85990,3,18,0
511,6,1,3,1,0,1,6,0,2,1,4 GB,0,1,0,0,94990,2,0,0
512,4,1,3,1,0,1,6,0,2,1,4 GB,1,0,0,1,92000,3,8,1
513,4,1,3,0,0,1,6,0,2,1,0 GB,0,0,1,0,162990,2,3,1
514,5,1,3,1,0,5,6,0,2,1,0 GB,2,0,0,1,135300,4,5,2
515,6,1,3,1,0,1,6,0,2,1,0 GB,0,3,0,0,64990,3,33,5
516,1,1,3,0,0,1,6,0,2,1,0 GB,2,2,0,0,174527,2,0,0
517,1,1,3,0,0,1,6,0,2,1,0 GB,2,3,0,0,162299,2,0,0
518,5,1,3,0,0,1,6,0,2,1,0 GB,0,0,1,1,109190,2,0,0
519,4,1,3,1,0,1,6,0,2,1,0 GB,0,0,1,1,99999,2,0,0
520,6,1,3,0,0,1,6,0,2,1,2 GB,0,0,0,0,104990,3,85,9
521,0,1,3,1,0,5,6,0,2,1,0 GB,2,3,1,0,109990,2,0,0
522,0,1,3,5,0,0,6,0,2,1,0 GB,2,0,0,0,99990,3,30,7
523,1,1,3,5,0,1,6,0,2,1,2 GB,2,3,0,0,244801,2,0,0
524,0,1,3,1,0,5,6,0,2,1,0 GB,2,3,0,0,94990,2,0,0
525,1,1,3,5,0,1,6,0,2,1,0 GB,2,0,0,1,86000,2,0,0
526,1,1,3,0,0,1,6,0,2,0,2 GB,0,3,0,0,162399,2,0,0
527,4,1,3,1,0,1,6,0,2,0,0 GB,0,3,0,0,119599,2,0,0
528,1,1,3,0,0,3,6,0,2,1,0 GB,2,3,0,0,211753,2,0,0
529,1,1,3,1,0,1,6,0,2,0,0 GB,0,3,0,0,110999,2,0,0
531,0,1,3,5,3,3,6,0,2,1,0 GB,2,0,0,0,81990,3,40,4
532,6,1,3,6,3,1,6,0,2,1,4 GB,0,1,0,0,66990,3,1639,230
533,6,1,3,0,0,1,1,0,2,1,6 GB,0,1,0,0,84990,3,498,64
534,0,1,3,1,0,5,1,0,2,1,2 GB,0,0,1,1,104990,2,0,0
535,0,1,3,1,0,5,1,0,2,1,0 GB,0,0,1,0,134990,2,0,0
536,0,1,3,1,0,1,1,0,2,1,4 GB,1,3,0,0,98990,3,445,56
537,4,1,3,0,0,1,1,0,2,1,6 GB,0,0,0,1,144690,3,17,4
538,0,1,3,1,0,5,1,0,2,1,0 GB,2,3,0,0,99990,2,0,0
539,6,1,3,1,0,1,1,0,2,1,6 GB,0,1,0,0,119990,3,20,3
540,0,1,3,1,0,1,1,0,2,0,4 GB,0,0,0,0,194990,2,0,0
541,0,1,3,0,0,3,1,0,2,1,2 GB,0,0,0,1,124990,3,17,1
542,5,1,3,1,0,1,1,0,2,1,2 GB,0,3,0,0,122410,2,0,0
543,4,1,3,0,0,1,1,0,2,1,0 GB,0,0,1,0,179990,3,13,5
544,6,1,3,1,0,1,1,0,2,1,4 GB,0,1,1,0,154990,3,3,2
545,1,1,3,1,0,5,1,0,2,1,0 GB,0,0,0,1,122990,2,4,2
546,0,1,3,0,0,1,1,0,2,1,6 GB,0,0,1,0,224990,3,9,0
547,6,1,3,2,0,2,1,0,2,1,8 GB,0,3,0,0,279990,2,0,0
548,4,1,3,1,0,1,1,0,2,1,4 GB,0,3,0,0,121990,2,0,0
549,4,1,3,1,0,1,1,0,2,1,4 GB,0,3,0,0,116990,2,0,0
550,1,1,3,1,0,1,1,0,2,1,6 GB,0,3,0,0,151098,3,7,0
551,6,1,3,1,0,1,1,0,2,1,8 GB,0,1,0,0,129990,3,14,3
552,4,1,3,1,0,5,1,0,2,1,0 GB,0,0,1,0,149999,2,0,0
553,6,1,3,2,0,1,1,0,2,1,6 GB,0,3,0,0,139990,3,4,2
554,2,1,3,1,0,1,1,0,2,1,6 GB,0,0,0,0,129990,3,54,7
555,4,1,3,1,0,1,1,0,2,1,8 GB,0,0,0,1,171990,2,0,0
556,5,1,3,1,0,1,1,0,2,1,2 GB,0,0,0,1,93955,3,4,0
557,0,1,3,0,0,1,1,0,2,1,8 GB,0,3,0,0,234990,2,0,0
558,4,1,3,1,0,5,1,0,2,1,0 GB,0,0,1,1,128500,2,3,1
559,1,1,3,1,0,1,1,0,2,1,0 GB,0,0,1,1,102990,3,16,2
560,0,1,3,1,0,5,1,0,2,1,0 GB,0,0,1,0,119990,3,8,1
561,0,1,3,1,0,1,1,0,2,0,6 GB,0,3,0,0,120980,2,0,0
562,0,1,3,1,0,1,1,0,2,0,6 GB,0,0,0,0,157249,3,7,0
563,1,1,3,6,0,1,1,0,2,1,4 GB,2,3,0,0,229900,2,0,0
564,0,1,3,1,0,1,1,0,2,1,6 GB,0,0,0,0,131500,2,0,0
565,0,1,3,0,0,3,1,0,2,1,0 GB,0,3,0,0,154990,4,3,0
566,0,1,3,0,0,3,1,0,2,1,0 GB,0,3,0,0,165990,2,0,0
567,1,1,3,0,0,5,1,0,2,1,0 GB,2,3,0,0,119990,1,2,1
568,0,1,3,0,0,3,1,0,2,1,0 GB,0,3,0,0,167990,2,0,0
569,4,1,3,1,0,5,1,0,2,1,0 GB,0,0,1,0,165000,2,0,0
570,3,1,3,0,0,1,1,0,2,1,0 GB,2,3,0,0,62990,2,207,49
571,1,1,3,1,0,4,1,0,2,1,0 GB,0,0,0,1,85990,2,7,2
572,4,1,3,1,0,1,1,0,2,1,2 GB,0,0,0,1,94990,2,0,0
573,4,1,3,1,0,1,1,0,2,1,6 GB,0,0,0,1,136990,2,0,0
574,1,1,3,0,0,1,1,0,2,1,8 GB,0,0,0,1,234990,2,0,0
575,2,1,3,0,0,1,3,0,2,1,8 GB,0,0,0,0,159990,2,4,0
576,0,1,3,0,0,3,3,0,2,1,0 GB,0,3,0,0,233990,2,0,0
577,0,1,3,0,0,1,0,1,2,1,2 GB,0,3,0,0,93990,2,0,0
578,4,1,3,5,0,1,2,1,2,1,4 GB,0,0,0,0,116941,2,0,0
579,6,1,3,0,3,1,4,1,2,1,4 GB,0,1,0,0,63990,3,794,83
580,0,1,3,0,0,1,4,1,2,1,4 GB,1,3,0,0,66990,3,25,4
581,0,1,3,1,0,1,4,1,2,0,0 GB,2,3,0,0,82500,2,0,0
582,2,1,3,0,0,1,4,1,2,1,6 GB,0,0,0,0,119990,3,2038,313
583,6,1,3,0,0,1,4,1,2,1,4 GB,0,2,0,0,159990,2,0,0
584,0,1,3,5,0,1,4,1,2,1,0 GB,2,3,0,0,98912,2,0,0
585,2,1,3,1,0,1,6,1,2,1,4 GB,0,0,0,0,92990,3,214,37
586,2,1,3,1,0,1,6,1,2,0,6 GB,0,0,0,0,119990,3,342,54
587,2,1,4,1,1,1,1,0,2,1,8 GB,0,0,0,0,169990,2,0,0
588,2,1,4,1,0,1,1,0,2,1,6 GB,0,0,0,0,139990,2,0,0
589,6,1,4,1,0,1,1,0,2,1,6 GB,0,3,0,0,192990,2,0,0
590,0,1,4,2,0,2,1,0,2,1,6 GB,0,3,0,0,299990,2,0,0
591,0,1,4,0,0,1,1,0,2,1,6 GB,0,0,1,0,269990,3,8,1
592,0,1,4,1,0,1,1,0,2,1,6 GB,1,0,0,0,139990,2,0,0
593,1,1,4,0,0,1,1,0,2,0,8 GB,0,3,0,0,265998,2,0,0
594,0,1,4,1,0,1,5,0,2,0,6 GB,0,0,0,0,441990,4,1,1
595,6,1,2,0,3,4,0,3,0,0,4 GB,0,3,0,0,86990,3,218,27
596,6,1,2,0,3,4,0,3,0,0,6 GB,0,3,0,0,109990,3,78,16
597,6,1,2,0,3,4,0,3,0,0,4 GB,0,3,0,0,109590,3,5,2
598,0,1,3,0,0,5,0,3,0,0,6 GB,0,3,0,0,146490,2,2,1
599,7,2,5,0,3,1,4,0,1,1,0 GB,0,0,0,0,85990,3,6725,629
600,7,2,5,0,3,1,4,0,1,1,0 GB,0,0,0,0,112990,3,640,70
601,7,2,5,0,0,1,4,0,1,1,0 GB,0,0,0,0,104990,3,45,4
603,7,2,5,0,0,1,4,0,1,1,0 GB,0,0,0,0,132990,3,640,70
606,7,2,5,0,0,1,6,0,1,1,0 GB,0,0,0,0,149990,3,640,70
607,7,2,5,0,3,1,6,0,1,1,0 GB,0,0,0,0,125990,3,399,45
608,7,2,5,0,3,1,6,0,1,1,0 GB,0,0,0,0,103990,3,809,91
609,7,2,5,0,3,1,6,0,1,1,0 GB,0,0,0,0,101990,3,809,91
610,7,2,5,0,3,1,6,0,1,1,0 GB,0,0,0,0,104990,3,6725,629
611,7,2,5,0,3,1,6,0,1,1,0 GB,0,0,0,0,131990,3,399,45
612,7,2,5,0,0,1,6,0,1,1,0 GB,0,0,0,0,128990,3,45,4
613,7,2,5,0,0,1,6,0,1,1,0 GB,0,0,0,0,184990,3,42,8
614,7,2,5,0,0,1,6,0,1,1,0 GB,0,0,0,0,225990,3,42,8
615,7,2,5,0,2,1,6,0,1,1,0 GB,0,0,0,0,124990,3,45,4
617,7,2,5,0,3,1,1,0,1,1,0 GB,0,0,0,0,149990,3,640,70
618,7,2,5,0,0,1,1,0,1,1,0 GB,0,0,0,0,169990,3,640,70
619,7,2,5,0,0,1,1,0,1,1,0 GB,0,0,0,0,225990,3,42,8
620,7,2,5,0,0,1,1,0,1,1,0 GB,0,0,0,0,243990,3,42,8
621,7,2,5,0,1,1,1,0,1,1,0 GB,0,0,0,0,309990,4,3,1
623,0,1,6,7,2,5,0,3,2,1,0 GB,0,3,0,0,45990,2,0,0
624,0,1,6,7,2,1,2,0,2,0,0 GB,0,3,1,0,58100,2,0,0
625,0,1,6,7,3,5,4,0,2,1,0 GB,0,0,1,0,62990,2,0,0
626,4,1,6,7,3,1,4,0,2,1,0 GB,2,0,0,1,32990,3,77,9
627,0,1,6,7,2,1,4,0,2,1,0 GB,2,0,0,1,33990,3,6,0
628,2,1,6,7,2,1,4,0,2,1,0 GB,0,0,0,0,30990,3,465,89
629,5,1,6,7,2,1,4,0,2,1,0 GB,2,0,0,0,36000,3,102,16
630,0,1,6,7,2,1,4,0,2,1,0 GB,2,0,0,1,32990,3,7,1
631,5,1,6,7,2,1,4,0,2,1,0 GB,0,0,0,0,35990,2,0,0
632,0,1,6,7,2,4,0,1,2,1,0 GB,0,3,0,0,27990,2,0,0
633,0,1,6,7,2,1,0,1,2,1,0 GB,0,0,0,0,25990,2,4741,658
634,0,1,6,7,2,1,0,1,2,1,0 GB,0,0,0,0,25990,2,2736,350
635,0,1,6,7,2,1,0,1,2,1,0 GB,0,3,0,0,30780,2,0,0
636,4,0,7,7,3,1,4,0,2,1,0 GB,2,0,0,0,37990,3,2214,241
637,0,0,7,7,3,1,4,0,2,1,0 GB,2,0,0,0,35990,3,2886,375
638,5,0,7,7,3,1,4,0,2,1,0 GB,2,3,0,0,39490,3,34,4
639,5,0,7,7,3,1,4,0,2,1,0 GB,2,3,0,0,36990,3,137,15
640,5,0,7,7,3,1,4,0,2,1,0 GB,2,0,0,0,39990,3,7,0
